B&C_AB_com,B&C_AB_enj,B&C_AB_imm,B&C_AB_rea,B&C_AC_com,B&C_AC_enj,B&C_AC_imm,B&C_AC_rea,Beat_AB_com,Beat_AB_enj,Beat_AB_imm,Beat_AB_rea,Beat_AC_com,Beat_AC_enj,Beat_AC_imm,Beat_AC_rea,HLA_AB_com,HLA_AB_enj,HLA_AB_imm,HLA_AB_rea,HLA_AC_com,HLA_AC_enj,HLA_AC_imm,HLA_AC_rea
0.221235046637597,0.0004227811936060192,0.007791710211973711,0.34089313230205964,0.0033585383206076055,0.026282382842023132,0.15191566660781056,0.02040514503570403,0.16688959581639695,0.010681489655827506,0.08155339870160569,0.22123504663759816,0.02362735319764473,0.023627353197644654,0.13639712771077656,0.01869616078843673,0.6400146645525322,0.031329985224237224,0.025509040522965168,0.3966214151194761,0.002142102618406979,0.1336621364521711,0.18112901185668545,0.006080847927088537
