id,type,score
1,B: Controller Only,6
1,A: CrossHaptics,5
2,A: CrossHaptics,6
2,B: Controller Only,5
3,A: CrossHaptics,7
3,B: Controller Only,7
4,A: CrossHaptics,4
4,B: Controller Only,5
5,A: CrossHaptics,6
5,B: Controller Only,5
6,A: CrossHaptics,6
6,B: Controller Only,6
7,A: CrossHaptics,5
7,B: Controller Only,3
8,B: Controller Only,3
8,A: CrossHaptics,2
9,B: Controller Only,4
9,A: CrossHaptics,3
10,B: Controller Only,2
10,A: CrossHaptics,5
11,B: Controller Only,2
11,A: CrossHaptics,3
