id,type,score
1,C: Audio based,3
1,A: CrossHaptics,5
2,A: CrossHaptics,6
2,C: Audio based,6
3,C: Audio based,7
3,A: CrossHaptics,7
4,C: Audio based,6
4,A: CrossHaptics,5
5,C: Audio based,3
5,A: CrossHaptics,5
6,A: CrossHaptics,7
6,C: Audio based,4
7,A: CrossHaptics,6
7,C: Audio based,7
8,C: Audio based,6
8,A: CrossHaptics,6
9,C: Audio based,4
9,A: CrossHaptics,5
10,A: CrossHaptics,5
10,C: Audio based,2
11,A: CrossHaptics,5
11,C: Audio based,6
